	locus_tag	product
2266	Blon_2345	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2267	Blon_2346	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2268	Blon_2347	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2269	Blon_2348	Exo-alpha-sialidase
2270	Blon_2349	dihydrodipicolinate synthetase
2271	Blon_2350	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2272	Blon_2351	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2273	Blon_2352	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2274	Blon_2353	hypothetical protein
2275	Blon_2354	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2276	Blon_2355	glycoside hydrolase, family 20
2277	Blon_2356	Haloacid dehalogenase domain protein hydrolase
2278	Blon_2357	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2279	Blon_2358	beta-lactamase domain protein
2280	Blon_2359	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2281	Blon_2360	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2282	Blon_2361	carbohydrate ABC transporter ATP-binding protein, CUT1 family (TC 3.A.1.1.-)
2283	Blon_2362	protein of unknown function DUF1706
2284	Blon_2363	uracil phosphoribosyltransferase (EC 2.4.2.9)
2285	Blon_2364	protein of unknown function DUF163
2286	Blon_2367	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2287	Blon_2368	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2288	Blon_2369	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2289	Blon_2370	glycerophosphoryl diester phosphodiesterase
2290	Blon_2371	Glutamate--tRNA ligase
2291	Blon_2372	ATPase AAA-2 domain protein
2292	Blon_2373	GCN5-related N-acetyltransferase
2293	Blon_2375	fumarylacetoacetate (FAA) hydrolase
2294	Blon_2376	UDP-galactopyranose mutase
2295	Blon_2377	narrowly conserved hypothetical protein
2296	Blon_2378	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2297	Blon_2379	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2298	Blon_2380	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2299	Blon_2381	glycosyl transferase, family 2
2300	Blon_2382	hypothetical protein
2301	Blon_2383	hypothetical protein
2302	Blon_2384	hypothetical protein
2303	Blon_2385	glycosyl transferase, family 8
2304	Blon_2386	ABC transporter related
2305	Blon_2387	ABC-2 type transporter
2306	Blon_2388	glycosyl transferase, family 8
2307	Blon_2389	UDP-glucose/GDP-mannose dehydrogenase
2308	Blon_2390	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
2309	Blon_2391	acyltransferase 3
2310	Blon_2392	hypothetical protein
2311	Blon_2393	protein of unknown function DUF214
2312	Blon_2394	ABC transporter related
2313	Blon_2395	metal dependent phosphohydrolase
2314	Blon_2396	hypothetical protein
2315	Blon_2397	K+ potassium transporter
2316	Blon_2398	TatD-related deoxyribonuclease
2317	Blon_2399	Esterase/lipase-like protein
2318	Blon_2400	sugar transporter
2319	Blon_2401	ROK family protein
2320	Blon_2402	N-acylglucosamine-6-phosphate 2-epimerase
2321	Blon_2403	transcriptional regulator, AraC family
2322	Blon_2404	transcriptional regulator, Fis family
2323	Blon_2406	filamentation induced by cAMP protein Fic
2324	Blon_2407	ABC transporter related
2325	Blon_2408	ABC transporter related
2326	Blon_2409	ATPase
2327	Blon_2410	hypothetical protein
2328	Blon_2411	glycoside hydrolase, family 43
2329	Blon_2412	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2330	Blon_2413	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2331	Blon_2414	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2332	Blon_2415	transcriptional regulator, LacI family
2333	Blon_2416	Beta-galactosidase
2334	Blon_2417	conserved hypothetical protein, putative ATPase
2335	Blon_2418	major facilitator superfamily MFS_1
2336	Blon_2419	extracellular solute-binding protein, family 5
2337	Blon_2420	oligopeptide/dipeptide ABC transporter, ATPase subunit
2338	Blon_2421	binding-protein-dependent transport systems inner membrane component
2339	Blon_2422	binding-protein-dependent transport systems inner membrane component
2340	Blon_2423	Bleomycin hydrolase
2341	Blon_2424	hypothetical protein
2342	Blon_2425	hypothetical protein
2343	Blon_2426	methionyl-tRNA synthetase (EC 6.1.1.10)
2344	Blon_2427	hypothetical protein
2345	Blon_2428	hypothetical protein
2346	Blon_2429	hypothetical protein
2347	Blon_2430	Uroporphyrin-III C/tetrapyrrole (Corrin/Porphyrin) methyltransferase
2348	Blon_2431	transposase for IS3509a
2349	Blon_2432	thiamine biosynthesis lipoprotein
2350	Blon_2433	ABC transporter related
2351	Blon_2434	ABC transporter related
2352	Blon_2435	transcriptional regulator, MarR family
2353	Blon_2436	amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)
2354	Blon_2437	protein of unknown function DUF214
2355	Blon_2438	ABC transporter related
2356	Blon_2439	amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3)
2357	Blon_2440	hypothetical protein
2358	Blon_2441	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2359	Blon_2442	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2360	Blon_2443	transcriptional regulator, LacI family
2361	Blon_2444	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2362	Blon_2445	Phosphoglycerate mutase
2363	Blon_2446	hypothetical protein
2364	Blon_2447	nitroreductase
2365	Blon_2448	ABC-2 type transporter
2366	Blon_2449	ABC-2 type transporter
2367	Blon_2450	hypothetical protein
2368	Blon_2451	Silent information regulator protein Sir2
2369	Blon_2452	L-threonine ammonia-lyase (EC 4.3.1.19)
2370	Blon_2453	alpha amylase, catalytic region
2371	Blon_2454	hypothetical protein
2372	Blon_2455	hypothetical protein
2373	Blon_2456	carbohydrate ABC transporter membrane protein 2, CUT1 family (TC 3.A.1.1.-)
2374	Blon_2457	carbohydrate ABC transporter membrane protein 1, CUT1 family (TC 3.A.1.1.-)
2375	Blon_2458	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)
2376	Blon_2459	ROK family protein
2377	Blon_2460	glycoside hydrolase, clan GH-D
2378	Blon_2461	tRNA-adenosine deaminase (EC 3.5.4.-)
2379	Blon_2462	sodium/proton antiporter, CPA1 family (TC 2.A.36)
2380	Blon_2463	phospholipase/Carboxylesterase
2381	Blon_2464	hypothetical protein
2382	Blon_2465	dCTP deaminase (EC 3.5.4.13)
2383	Blon_2466	sugar-binding domain protein
2384	Blon_2467	sodium:dicarboxylate symporter
2385	Blon_2468	glycosyl hydrolase, family 20
2386	Blon_2469	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2387	Blon_2470	PTS system IIA component, Glc family (TC 4.A.1)
2388	Blon_2471	PTS system, N-acetylglucosamine-specific IIBC subunit
2389	Blon_2472	major facilitator superfamily MFS_1
2390	Blon_2473	RNA methyltransferase, TrmH family, group 3
2391	Blon_2474	narrowly conserved hypothetical protein
2392	Blon_2475	carbohydrate ABC transporter ATP-binding protein, CUT1 family (TC 3.A.1.1.-)
2393	Blon_2476	glycosyl transferase, family 2
2394	Blon_2477	ribonucleoside-diphosphate reductase class Ib beta subunit (EC 1.17.4.1)
2395	Blon_2478	ribonucleoside-diphosphate reductase class Ib alpha subunit (EC 1.17.4.1)
2396	Blon_2479	NrdI protein
2397	Blon_2480	ribonucleoside-diphosphate reductase class Ib glutaredoxin subunit (EC 1.17.4.1)
2398	Blon_2481	protein kinase
2399	Blon_2482	hypothetical protein
2400	Blon_2483	G5 domain protein
2401	Blon_2484	dimethyladenosine transferase (EC 2.1.1.-)
2402	Blon_2485	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
2403	Blon_2486	hypothetical protein
2404	Blon_2487	metal dependent phosphohydrolase
2405	Blon_2488	NUDIX hydrolase
2406	Blon_2489	hypothetical protein
2407	Blon_2490	virulence factor MVIN family protein
2408	Blon_2491	thioredoxin reductase
2409	Blon_2492	chromosome segregation DNA-binding protein
2410	Blon_2493	chromosome segregation ATPase
2411	Blon_2494	16S rRNA m(7)G-527 methyltransferase (EC 2.1.1.170)
2412	Blon_2495	single-stranded nucleic acid binding R3H domain protein
2413	Blon_2496	60 kDa inner membrane insertion protein
2414	Blon_2497	protein of unknown function DUF37
2415	Blon_2498	ribonuclease P protein component (EC 3.1.26.5)
2416	Blon_0014	
2417	Blon_0015	
2418	Blon_0032	
2419	Blon_0033	
2420	Blon_0048	
2421	Blon_0052	
2422	Blon_0100	
2423	Blon_0246	
2424	Blon_0269	
2425	Blon_0272	
2426	Blon_0289	
2427	Blon_0333	
2428	Blon_0424	
2429	Blon_0428	
2430	Blon_0452	
2431	Blon_0503	
2432	Blon_0557	
2433	Blon_0566	
2434	Blon_0587	
2435	Blon_0603	
2436	Blon_0604	
2437	Blon_0618	
2438	Blon_0663	
2439	Blon_0673	
2440	Blon_0678	
2441	Blon_0766	
2442	Blon_0829	
2443	Blon_0860	
2444	Blon_0861	
2445	Blon_0937	
2446	Blon_0976	
2447	Blon_0979	
2448	Blon_0989	
2449	Blon_1031	
2450	Blon_1032	
2451	Blon_1040	
2452	Blon_1041	
2453	Blon_1074	
2454	Blon_1075	
2455	Blon_1196	
2456	Blon_1228	
2457	Blon_1382	
2458	Blon_1393	two component transcriptional regulator, LuxR family
2459	Blon_1413	
2460	Blon_1434	
2461	Blon_1462	
2462	Blon_1474	
2463	Blon_1527	
2464	Blon_1531	
2465	Blon_1637	
2466	Blon_1638	
2467	Blon_1639	
2468	Blon_1724	
2469	Blon_1851	
2470	Blon_1894	
2471	Blon_1904	
2472	Blon_1916	
2473	Blon_1921	
2474	Blon_1948	
2475	Blon_1949	
2476	Blon_1977	
2477	Blon_2045	
2478	Blon_2084	
2479	Blon_2095	
2480	Blon_2121	
2481	Blon_2201	
2482	Blon_2205	
2483	Blon_2256	
2484	Blon_2374	
2485	Blon_2405	
